representation,ID_POLIGONO,CONJUNTO,pc01,pc02,pc03,pc04,pc05,pc06,pc07,pc08,pc09,pc10,pc11,pc12,pc13,pc14,pc15,pc16,pc17,pc18,pc19,pc20
C0_base,AGC_001,ENTRENAMIENTO,-4.357053706432931,3.4339515815902644,-22.112935496167115,-4.456264821171043,-5.3999032113037035,7.655512948687411,3.554592969344109,0.6839232527144155,-8.283374492362041,5.374529520534677,-1.2557834241821249,1.545113337909095,9.082508746808884,-4.566491791893876,3.0492379019153257,0.10136113265509153,-5.077639361603671,-5.183834785035164,6.7470568012025085,0.08510688793325318
C0_base,AGC_002,ENTRENAMIENTO,10.655401674116602,1.2249298811160123,2.713460756372722,13.336571863157879,2.215064728373482,-0.2999125454249334,5.7749223471843,-1.0670304817255618,13.847968540067008,8.605228273861911,-4.0753546303804455,4.732081136654977,2.972539410839547,4.775555402801539,-4.1093463702868105,4.510793396156711,9.494383130013068,12.359104602399583,5.1757299814674225,-8.55523988283474
C0_base,AGC_003,PREDICCION,-19.772051797261387,21.6332415458405,15.458840163386975,-0.17522918382568456,-3.411508049894399,-1.4266396954866971,-10.474111551210186,2.2666532434381814,-10.757559928356661,-3.2549574693622785,-5.5889274929287005,5.446234540881784,6.691303751307341,15.529633105914227,3.004659516548564,-11.532652220952832,-0.10662981361324232,-8.185604571592519,5.275138424117472,-3.290759346425133
C0_base,AGC_004,ENTRENAMIENTO,-0.3374393504381546,2.6033086035734128,8.384895287110092,-36.27292024411975,-2.7348443203418746,3.652041229614856,-11.810887206697195,-1.2317810819843134,-2.950735450776039,6.045864188484952,2.6583045306713515,0.7629329670461481,-3.8095788539939224,-2.952838764184622,6.131227554366057,0.5025825033896116,6.489717915586629,-1.1863358212823303,-3.503420201288559,-1.6805831582789472
C0_base,AGC_005,ENTRENAMIENTO,19.335422249888822,19.065841581721976,28.751196539330596,9.275368924596416,-12.850859820987779,15.963384737030992,-0.854716471469461,3.793808198374373,-9.607116615052135,9.677034094406178,0.34371022510812543,-1.9619469265643759,-3.4305327731083732,4.374951904706941,3.4190436544236658,-1.330821903755415,4.786535634176082,-1.1451153920917478,2.417116408459707,0.43083643849996495
C0_base,AGC_006,ENTRENAMIENTO,-5.776899044017027,-7.357737171429017,-12.013608381465298,10.218371550755357,8.677626404691214,9.262901150206307,-5.2420947975164545,4.248709894631045,5.62701891504073,5.338868987541775,8.556067062341462,1.4126451690248767,10.703985938731428,4.9261142950809464,-0.055982422777705855,4.013415698440096,2.1591857090040634,1.437275071612621,-0.33068958025409545,3.690178450979936
C0_base,AGC_007,ENTRENAMIENTO,-14.277392330032706,15.73723517676611,-25.58539732275625,18.34398392978939,4.5737903050726345,5.904451704667181,-3.947733636359759,3.26842087169996,2.9610257001612426,1.580015677243054,-4.0644071235856565,1.703600681981564,-7.705293355332163,-0.2619605874320567,-1.0382929650514086,-3.1847935517193244,2.938248802469636,0.6871126704944959,-0.5644441258453496,2.0047748956691334
C0_base,AGC_008,ENTRENAMIENTO,8.193176098922072,-2.515987537483533,8.533740795385555,-5.27951139852996,7.802000291086619,-0.7351591560433441,0.6217646429430591,-0.5655080619893024,-1.6749237217163673,1.1076110993613029,-2.2949335955550536,-6.3608121938231745,-0.7387545186452763,5.664989692251491,-2.999055701729321,0.2556008694595993,0.05945794536387075,-2.502001670860965,-2.133017590493785,1.0017212944959601
C0_base,AGC_009,ENTRENAMIENTO,-22.08398169540074,-13.917173112385502,-4.7687308056491675,11.112272143136504,-0.0849656354925806,-17.17120613084386,6.019005255871754,-1.703245720289579,-1.4692357616733838,-3.776671013724504,-11.12142368607802,12.884888336790908,-3.7571814213018957,-7.049793803814186,-1.3657913216158386,-0.21388401832180284,6.049093673572976,-1.3370916718829033,-2.6842831562416585,5.632059382992857
C0_base,AGC_010,ENTRENAMIENTO,4.094298432692969,-1.457599422809561,-2.0226979582470435,3.188910119913462,11.033413727787412,-0.310177207006646,2.8759015848004896,0.19374830615982627,9.205509882401703,5.233228490896075,-3.172737074429389,-1.5448595644765994,3.2694587786151215,-4.5350561459224785,2.220754901161777,-1.1451628137094425,-4.2119498200085586,-0.17520577886726318,-2.511540325539188,-2.476629504826889
